Skill,Category of Skill,Importance_n,Level,Code,Profession,Importance1
Critical Thinking,Basic Skills,63,52,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",63
Equipment Maintenance,Technical Skills,63,54,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",63
Reading Comprehension,Basic Skills,60,57,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",60
Active Listening ,Basic Skills,56,48,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",56
Complex Problem Solving,Complex Problem Solving,56,50,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",56
Judgement and Decision Making,Systems Skills,56,46,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",56
Systems Analysis,Systems Skills,56,46,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",56
Speaking,Basic Skills,53,45,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",53
Writing,Basic Skills,53,43,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",53
Equipment Selection,Technical Skills,53,48,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",53
Operation and Control,Technical Skills,53,50,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",53
Active learning ,Basic Skills,50,43,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",50
Coordination,Social Skills,50,45,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",50
Persuasion,Social Skills,50,41,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",50
Sevice Orientation,Social Skills,50,41,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",50
Time Management,Resource Management Skills,50,45,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",50
Systems Evaluation,Systems Skills,50,45,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",50
Installation,Technical Skills,50,48,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",50
Science,Basic Skills,47,39,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",47
Social Perceptiveness,Social Skills,47,41,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",47
Learning Strategies,Basic Skills,44,43,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",44
Instructing,Social Skills,41,43,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",41
Critical Thinking,Basic Skills,69,48,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",69
Equipment Maintenance,Technical Skills,66,57,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",66
Repairing,Technical Skills,66,57,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",66
Troubleshooting,Technical Skills,63,57,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",63
Reading Comprehension,Basic Skills,60,50,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",60
Operation Monitoring,Technical Skills,56,46,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",56
Quality Control Analysis,Technical Skills,56,46,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",56
Active Listening ,Basic Skills,53,45,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",53
Speaking,Basic Skills,53,41,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",53
Complex Problem Solving,Complex Problem Solving,53,43,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",53
Time Management,Resource Management Skills,50,43,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",50
Judgement and Decision Making,Systems Skills,50,43,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",50
Systems Analysis,Systems Skills,50,43,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",50
Active learning ,Basic Skills,47,43,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",47
Writing,Basic Skills,47,43,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",47
Coordination,Social Skills,47,43,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",47
Sevice Orientation,Social Skills,47,39,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",47
Equipment Selection,Technical Skills,47,32,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",47
Operation and Control,Technical Skills,47,45,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",47
Instructing,Social Skills,44,41,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",44
Management of Personnel Resources,Resource Management Skills,44,39,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",44
Systems Evaluation,Systems Skills,44,43,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",44
Science,Basic Skills,41,34,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",41
Social Perceptiveness,Social Skills,41,39,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",41
Active Listening ,Basic Skills,72,57,17-2071.00,Electrical Engineer,72
Critical Thinking,Basic Skills,72,57,17-2071.00,Electrical Engineer,72
Reading Comprehension,Basic Skills,72,61,17-2071.00,Electrical Engineer,72
Writing,Basic Skills,72,55,17-2071.00,Electrical Engineer,72
Complex Problem Solving,Complex Problem Solving,72,54,17-2071.00,Electrical Engineer,72
Speaking,Basic Skills,69,54,17-2071.00,Electrical Engineer,69
Active learning ,Basic Skills,63,48,17-2071.00,Electrical Engineer,63
Systems Evaluation,Systems Skills,56,48,17-2071.00,Electrical Engineer,56
Operations Analysis,Technical Skills,56,46,17-2071.00,Electrical Engineer,56
Science,Basic Skills,53,50,17-2071.00,Electrical Engineer,53
Social Perceptiveness,Social Skills,53,45,17-2071.00,Electrical Engineer,53
Time Management,Resource Management Skills,53,46,17-2071.00,Electrical Engineer,53
Judgement and Decision Making,Systems Skills,53,46,17-2071.00,Electrical Engineer,53
Systems Analysis,Systems Skills,53,46,17-2071.00,Electrical Engineer,53
Coordination,Social Skills,50,46,17-2071.00,Electrical Engineer,50
Instructing,Social Skills,50,43,17-2071.00,Electrical Engineer,50
Negotiation,Social Skills,50,41,17-2071.00,Electrical Engineer,50
Persuasion,Social Skills,50,41,17-2071.00,Electrical Engineer,50
Management of Personnel Resources,Resource Management Skills,50,43,17-2071.00,Electrical Engineer,50
Learning Strategies,Basic Skills,47,43,17-2071.00,Electrical Engineer,47
Sevice Orientation,Social Skills,47,43,17-2071.00,Electrical Engineer,47
Operation Monitoring,Technical Skills,47,43,17-2071.00,Electrical Engineer,47
Quality Control Analysis,Technical Skills,47,41,17-2071.00,Electrical Engineer,47
Troubleshooting,Technical Skills,47,43,17-2071.00,Electrical Engineer,47
Active Listening ,Basic Skills,66,45,49-9051.00,Electrical Power-Line Installers and Repairer,66
Critical Thinking,Basic Skills,60,48,49-9051.00,Electrical Power-Line Installers and Repairer,60
Operation Monitoring,Technical Skills,60,48,49-9051.00,Electrical Power-Line Installers and Repairer,60
Troubleshooting,Technical Skills,60,48,49-9051.00,Electrical Power-Line Installers and Repairer,60
Speaking,Basic Skills,56,41,49-9051.00,Electrical Power-Line Installers and Repairer,56
Coordination,Social Skills,56,46,49-9051.00,Electrical Power-Line Installers and Repairer,56
Complex Problem Solving,Complex Problem Solving,56,46,49-9051.00,Electrical Power-Line Installers and Repairer,56
Time Management,Resource Management Skills,56,46,49-9051.00,Electrical Power-Line Installers and Repairer,56
Judgement and Decision Making,Systems Skills,56,46,49-9051.00,Electrical Power-Line Installers and Repairer,56
Operation and Control,Technical Skills,56,46,49-9051.00,Electrical Power-Line Installers and Repairer,56
Quality Control Analysis,Technical Skills,56,45,49-9051.00,Electrical Power-Line Installers and Repairer,56
Repairing,Technical Skills,56,48,49-9051.00,Electrical Power-Line Installers and Repairer,56
Active learning ,Basic Skills,50,43,49-9051.00,Electrical Power-Line Installers and Repairer,50
Reading Comprehension,Basic Skills,50,45,49-9051.00,Electrical Power-Line Installers and Repairer,50
Management of Personnel Resources,Resource Management Skills,50,43,49-9051.00,Electrical Power-Line Installers and Repairer,50
Equipment Maintenance,Technical Skills,50,45,49-9051.00,Electrical Power-Line Installers and Repairer,50
Learning Strategies,Basic Skills,47,41,49-9051.00,Electrical Power-Line Installers and Repairer,47
Social Perceptiveness,Social Skills,47,41,49-9051.00,Electrical Power-Line Installers and Repairer,47
Writing,Basic Skills,44,39,49-9051.00,Electrical Power-Line Installers and Repairer,44
Instructing,Social Skills,44,41,49-9051.00,Electrical Power-Line Installers and Repairer,44
Persuasion,Social Skills,44,43,49-9051.00,Electrical Power-Line Installers and Repairer,44
Sevice Orientation,Social Skills,44,39,49-9051.00,Electrical Power-Line Installers and Repairer,44
Systems Analysis,Systems Skills,44,45,49-9051.00,Electrical Power-Line Installers and Repairer,44
Systems Evaluation,Systems Skills,41,43,49-9051.00,Electrical Power-Line Installers and Repairer,41
Troubleshooting,Technical Skills,66,57,47-2111.00,Electrician,66
Repairing,Technical Skills,63,52,47-2111.00,Electrician,63
Active Listening ,Basic Skills,60,43,47-2111.00,Electrician,60
Critical Thinking,Basic Skills,60,52,47-2111.00,Electrician,60
Judgement and Decision Making,Systems Skills,60,46,47-2111.00,Electrician,60
Installation,Technical Skills,56,52,47-2111.00,Electrician,56
Active learning ,Basic Skills,53,46,47-2111.00,Electrician,53
Speaking,Basic Skills,53,45,47-2111.00,Electrician,53
Instructing,Social Skills,53,43,47-2111.00,Electrician,53
Complex Problem Solving,Complex Problem Solving,53,45,47-2111.00,Electrician,53
Equipment Maintenance,Technical Skills,53,48,47-2111.00,Electrician,53
Quality Control Analysis,Technical Skills,53,50,47-2111.00,Electrician,53
Learning Strategies,Basic Skills,50,50,47-2111.00,Electrician,50
Reading Comprehension,Basic Skills,50,46,47-2111.00,Electrician,50
Coordination,Social Skills,50,50,47-2111.00,Electrician,50
Time Management,Resource Management Skills,50,43,47-2111.00,Electrician,50
Systems Analysis,Systems Skills,50,43,47-2111.00,Electrician,50
Systems Evaluation,Systems Skills,50,45,47-2111.00,Electrician,50
Equipment Selection,Technical Skills,50,41,47-2111.00,Electrician,50
Operation and Control,Technical Skills,50,43,47-2111.00,Electrician,50
Operation Monitoring,Technical Skills,50,45,47-2111.00,Electrician,50
Writing,Basic Skills,47,43,47-2111.00,Electrician,47
Sevice Orientation,Social Skills,47,41,47-2111.00,Electrician,47
Management of Personnel Resources,Resource Management Skills,47,45,47-2111.00,Electrician,47
Social Perceptiveness,Social Skills,44,41,47-2111.00,Electrician,44
Persuasion,Social Skills,41,41,47-2111.00,Electrician,41
Operations Analysis,Technical Skills,41,39,47-2111.00,Electrician,41
Operation Monitoring,Technical Skills,75,57,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technician,75
Quality Control Analysis,Technical Skills,72,55,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technician,72
Troubleshooting,Technical Skills,72,55,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technician,72
Critical Thinking,Basic Skills,69,54,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technician,69
Repairing,Technical Skills,69,54,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technician,69
Complex Problem Solving,Complex Problem Solving,60,45,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technician,60
Operation and Control,Technical Skills,60,52,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technician,60
Reading Comprehension,Basic Skills,56,55,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technician,56
Speaking,Basic Skills,56,45,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technician,56
Writing,Basic Skills,56,48,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technician,56
Judgement and Decision Making,Systems Skills,56,45,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technician,56
Active Listening ,Basic Skills,53,48,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technician,53
Time Management,Resource Management Skills,53,43,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technician,53
Equipment Maintenance,Technical Skills,53,55,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technician,53
Installation,Technical Skills,53,45,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technician,53
Coordination,Social Skills,50,43,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technician,50
Social Perceptiveness,Social Skills,50,45,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technician,50
